variable,raw_value,display_value,n,percent
v005,587364,587364,9,0.050038919159346155
v005,608284,608284,9,0.050038919159346155
v005,616720,616720,9,0.050038919159346155
v005,620083,620083,9,0.050038919159346155
v005,641634,641634,9,0.050038919159346155
v005,657722,657722,9,0.050038919159346155
v005,669609,669609,9,0.050038919159346155
v005,684234,684234,9,0.050038919159346155
v005,688963,688963,9,0.050038919159346155
v005,710124,710124,9,0.050038919159346155
v005,726607,726607,9,0.050038919159346155
v005,732972,732972,9,0.050038919159346155
v005,741787,741787,9,0.050038919159346155
v005,752520,752520,9,0.050038919159346155
v005,787092,787092,9,0.050038919159346155
v005,787393,787393,9,0.050038919159346155
v005,813905,813905,9,0.050038919159346155
v005,816773,816773,9,0.050038919159346155
v005,833372,833372,9,0.050038919159346155
v005,875180,875180,9,0.050038919159346155
v005,896823,896823,9,0.050038919159346155
v005,918370,918370,9,0.050038919159346155
v005,923836,923836,9,0.050038919159346155
v005,932322,932322,9,0.050038919159346155
v005,968536,968536,9,0.050038919159346155
v005,973155,973155,9,0.050038919159346155
v005,981378,981378,9,0.050038919159346155
v005,989795,989795,9,0.050038919159346155
v005,1000205,1000205,8,0.044479039252752144
v005,1039210,1039210,8,0.044479039252752144
v005,1058004,1058004,8,0.044479039252752144
v005,1114518,1114518,8,0.044479039252752144
v005,1129079,1129079,8,0.044479039252752144
v005,1149055,1149055,8,0.044479039252752144
v005,1165099,1165099,8,0.044479039252752144
v005,1165625,1165625,8,0.044479039252752144
v005,1196472,1196472,8,0.044479039252752144
v005,1280188,1280188,8,0.044479039252752144
v005,1280546,1280546,8,0.044479039252752144
v005,1280838,1280838,8,0.044479039252752144
v005,1290117,1290117,8,0.044479039252752144
v005,1370161,1370161,8,0.044479039252752144
v005,1400967,1400967,8,0.044479039252752144
v005,1403112,1403112,8,0.044479039252752144
v005,1403995,1403995,8,0.044479039252752144
v005,1453418,1453418,8,0.044479039252752144
v005,1465353,1465353,8,0.044479039252752144
v005,1511455,1511455,8,0.044479039252752144
v005,1593639,1593639,8,0.044479039252752144
v005,1744533,1744533,8,0.044479039252752144
v005,1755724,1755724,8,0.044479039252752144
v005,1789753,1789753,8,0.044479039252752144
v005,1829811,1829811,8,0.044479039252752144
v005,1872072,1872072,8,0.044479039252752144
v005,1993816,1993816,8,0.044479039252752144
v005,222370,222370,8,0.044479039252752144
v005,275258,275258,8,0.044479039252752144
v005,306472,306472,8,0.044479039252752144
v005,348638,348638,8,0.044479039252752144
v005,371561,371561,8,0.044479039252752144
v005,390679,390679,8,0.044479039252752144
v005,392650,392650,8,0.044479039252752144
v005,404282,404282,8,0.044479039252752144
v005,430620,430620,8,0.044479039252752144
v005,446271,446271,8,0.044479039252752144
v005,447585,447585,8,0.044479039252752144
v005,452712,452712,8,0.044479039252752144
v005,473952,473952,8,0.044479039252752144
v005,488905,488905,8,0.044479039252752144
v005,510079,510079,8,0.044479039252752144
v005,523998,523998,8,0.044479039252752144
v005,546573,546573,8,0.044479039252752144
v005,554963,554963,8,0.044479039252752144
v005,560473,560473,8,0.044479039252752144
v005,569510,569510,8,0.044479039252752144
v005,579621,579621,8,0.044479039252752144
v005,623463,623463,8,0.044479039252752144
v005,625948,625948,8,0.044479039252752144
v005,650408,650408,8,0.044479039252752144
v005,658753,658753,8,0.044479039252752144
v005,670441,670441,8,0.044479039252752144
v005,696454,696454,8,0.044479039252752144
v005,713877,713877,8,0.044479039252752144
v005,735281,735281,8,0.044479039252752144
v005,747782,747782,8,0.044479039252752144
v005,756171,756171,8,0.044479039252752144
v005,762567,762567,8,0.044479039252752144
v005,762674,762674,8,0.044479039252752144
v005,773793,773793,8,0.044479039252752144
v005,776837,776837,8,0.044479039252752144
v005,807940,807940,8,0.044479039252752144
v005,832079,832079,8,0.044479039252752144
v005,834483,834483,8,0.044479039252752144
v005,840291,840291,8,0.044479039252752144
v005,850733,850733,8,0.044479039252752144
v005,899215,899215,8,0.044479039252752144
v005,909511,909511,8,0.044479039252752144
v005,914341,914341,8,0.044479039252752144
v005,926629,926629,8,0.044479039252752144
v005,933935,933935,8,0.044479039252752144
v005,934507,934507,8,0.044479039252752144
v005,945047,945047,8,0.044479039252752144
v005,957576,957576,8,0.044479039252752144
v005,975650,975650,8,0.044479039252752144
v005,981719,981719,8,0.044479039252752144
v005,986718,986718,8,0.044479039252752144
v005,1002858,1002858,7,0.038919159346158125
v005,1003232,1003232,7,0.038919159346158125
v005,1037454,1037454,7,0.038919159346158125
v005,1049982,1049982,7,0.038919159346158125
v005,1100783,1100783,7,0.038919159346158125
v005,1103185,1103185,7,0.038919159346158125
v005,1175569,1175569,7,0.038919159346158125
v005,1184027,1184027,7,0.038919159346158125
v005,1188458,1188458,7,0.038919159346158125
v005,1189290,1189290,7,0.038919159346158125
v005,1209207,1209207,7,0.038919159346158125
v005,1213540,1213540,7,0.038919159346158125
v005,1229122,1229122,7,0.038919159346158125
v005,1272177,1272177,7,0.038919159346158125
v005,1276395,1276395,7,0.038919159346158125
v005,1373342,1373342,7,0.038919159346158125
v005,1380611,1380611,7,0.038919159346158125
v005,1414611,1414611,7,0.038919159346158125
v005,1437434,1437434,7,0.038919159346158125
v005,1542096,1542096,7,0.038919159346158125
v005,1644787,1644787,7,0.038919159346158125
v005,1712353,1712353,7,0.038919159346158125
v005,171855,171855,7,0.038919159346158125
v005,1881089,1881089,7,0.038919159346158125
v005,2220310,2220310,7,0.038919159346158125
v005,227744,227744,7,0.038919159346158125
v005,2368553,2368553,7,0.038919159346158125
v005,2378819,2378819,7,0.038919159346158125
v005,2467339,2467339,7,0.038919159346158125
v005,273190,273190,7,0.038919159346158125
v005,326160,326160,7,0.038919159346158125
v005,350229,350229,7,0.038919159346158125
v005,384180,384180,7,0.038919159346158125
v005,421206,421206,7,0.038919159346158125
v005,448094,448094,7,0.038919159346158125
v005,466019,466019,7,0.038919159346158125
v005,467563,467563,7,0.038919159346158125
v005,496028,496028,7,0.038919159346158125
v005,496380,496380,7,0.038919159346158125
v005,497235,497235,7,0.038919159346158125
v005,498984,498984,7,0.038919159346158125
v005,518153,518153,7,0.038919159346158125
v005,518763,518763,7,0.038919159346158125
v005,521625,521625,7,0.038919159346158125
v005,542666,542666,7,0.038919159346158125
v005,546741,546741,7,0.038919159346158125
v005,563479,563479,7,0.038919159346158125
v005,563920,563920,7,0.038919159346158125
v005,568923,568923,7,0.038919159346158125
v005,578920,578920,7,0.038919159346158125
v005,581975,581975,7,0.038919159346158125
v005,585350,585350,7,0.038919159346158125
v005,604597,604597,7,0.038919159346158125
v005,624905,624905,7,0.038919159346158125
v005,731957,731957,7,0.038919159346158125
v005,736159,736159,7,0.038919159346158125
v005,769457,769457,7,0.038919159346158125
v005,779533,779533,7,0.038919159346158125
v005,780580,780580,7,0.038919159346158125
v005,785644,785644,7,0.038919159346158125
v005,802757,802757,7,0.038919159346158125
v005,818997,818997,7,0.038919159346158125
v005,822140,822140,7,0.038919159346158125
v005,823282,823282,7,0.038919159346158125
v005,826752,826752,7,0.038919159346158125
v005,846771,846771,7,0.038919159346158125
v005,861068,861068,7,0.038919159346158125
v005,889805,889805,7,0.038919159346158125
v005,912602,912602,7,0.038919159346158125
v005,927889,927889,7,0.038919159346158125
v005,932566,932566,7,0.038919159346158125
v005,962814,962814,7,0.038919159346158125
v005,974821,974821,7,0.038919159346158125
v005,976187,976187,7,0.038919159346158125
v005,1029428,1029428,6,0.033359279439564106
v005,1087011,1087011,6,0.033359279439564106
v005,1089672,1089672,6,0.033359279439564106
v005,1134860,1134860,6,0.033359279439564106
v005,1145971,1145971,6,0.033359279439564106
v005,1182014,1182014,6,0.033359279439564106
v005,1183671,1183671,6,0.033359279439564106
v005,1258615,1258615,6,0.033359279439564106
v005,1266084,1266084,6,0.033359279439564106
v005,1326628,1326628,6,0.033359279439564106
v005,1347752,1347752,6,0.033359279439564106
